fi	distancia
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4476464193338698E-5	69077.6412419924
1.4973178524577263E-5	66786.0867589724
1.4973178524577263E-5	66786.0867589724
1.4973178524577263E-5	66786.0867589724
1.4973178524577263E-5	66786.0867589724
1.4973178524577263E-5	66786.0867589724
1.4973178524577263E-5	66786.0867589724
1.4973178524577263E-5	66786.0867589724
1.4973178524577263E-5	66786.0867589724
1.4973178524577263E-5	66786.0867589724
1.4973178524577263E-5	66786.0867589724
1.5243939393003001E-5	65599.8409741121
1.5243939393003001E-5	65599.8409741121
1.5243939393003001E-5	65599.8409741121
1.5243939393003001E-5	65599.8409741121
1.5243939393003001E-5	65599.8409741121
1.5243939393003001E-5	65599.8409741121
1.5243939393003001E-5	65599.8409741121
1.5243939393003001E-5	65599.8409741121
1.5243939393003001E-5	65599.8409741121
1.5243939393003001E-5	65599.8409741121
1.5243939393003001E-5	65599.8409741121
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5872849540906416E-5	63000.6601790604
1.5910704833245806E-5	62850.7668566936
1.5910704833245806E-5	62850.7668566936
1.5910704833245806E-5	62850.7668566936
1.5910704833245806E-5	62850.7668566936
1.5910704833245806E-5	62850.7668566936
1.5910704833245806E-5	62850.7668566936
1.5910704833245806E-5	62850.7668566936
1.5910704833245806E-5	62850.7668566936
1.5910704833245806E-5	62850.7668566936
1.5910704833245806E-5	62850.7668566936
1.5910704833245806E-5	62850.7668566936
1.5910704833245806E-5	62850.7668566936
1.5910704833245806E-5	62850.7668566936
1.5910704833245806E-5	62850.7668566936
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.600112475764905E-5	62495.6067242691
1.6001124757649054E-5	62495.606724269
1.6001124757649054E-5	62495.606724269
1.6001124757649054E-5	62495.606724269
1.6051857222072368E-5	62298.087141277
1.6051857222072368E-5	62298.087141277
1.6051857222072368E-5	62298.087141277
1.6051857222072368E-5	62298.087141277
1.615512188541512E-5	61899.8734328834
1.615512188541512E-5	61899.8734328834
1.615512188541512E-5	61899.8734328834
1.615512188541512E-5	61899.8734328834
1.615512188541512E-5	61899.8734328834
1.6245302950472557E-5	61556.254324633
1.6245302950472557E-5	61556.254324633
1.6245302950472557E-5	61556.254324633
1.6245302950472557E-5	61556.254324633
1.6245302950472557E-5	61556.254324633
1.6245302950472557E-5	61556.254324633
1.6245302950472557E-5	61556.254324633
1.6245302950472557E-5	61556.254324633
1.6245302950472557E-5	61556.254324633
1.6245302950472557E-5	61556.254324633
1.6245302950472557E-5	61556.254324633
1.627387473866044E-5	61448.1809685057
1.627387473866044E-5	61448.1809685057
1.627387473866044E-5	61448.1809685057
1.627387473866044E-5	61448.1809685057
1.627387473866044E-5	61448.1809685057
1.627387473866044E-5	61448.1809685057
1.627387473866044E-5	61448.1809685057
1.627387473866044E-5	61448.1809685057
1.627387473866044E-5	61448.1809685057
1.6288991000509634E-5	61391.1567615645
1.6288991000509634E-5	61391.1567615645
1.6288991000509634E-5	61391.1567615645
1.6288991000509634E-5	61391.1567615645
1.6288991000509634E-5	61391.1567615645
1.6864172408868405E-5	59297.306488288
1.6864172408868405E-5	59297.306488288
1.6864172408868405E-5	59297.306488288
1.709490745612299E-5	58496.9531169836
1.709490745612299E-5	58496.9531169836
1.709490745612299E-5	58496.9531169836
1.709490745612299E-5	58496.9531169836
1.709490745612299E-5	58496.9531169836
1.709490745612299E-5	58496.9531169836
1.709490745612299E-5	58496.9531169836
1.709490745612299E-5	58496.9531169836
1.709490745612299E-5	58496.9531169836
1.7121908132563307E-5	58404.705378494
1.7121908132563307E-5	58404.705378494
1.7121908132563307E-5	58404.705378494
1.7121908132563307E-5	58404.705378494
1.7401683069913137E-5	57465.7058160634
1.7401683069913137E-5	57465.7058160634
1.7401683069913137E-5	57465.7058160634
1.7401683069913137E-5	57465.7058160634
1.7401683069913137E-5	57465.7058160634
1.7401683069913137E-5	57465.7058160634
1.7430576488599368E-5	57370.4490298447
1.7430576488599368E-5	57370.4490298447
1.7430576488599368E-5	57370.4490298447
1.7430576488599368E-5	57370.4490298447
1.7430576488599368E-5	57370.4490298447
1.7430576488599368E-5	57370.4490298447
1.7430576488599368E-5	57370.4490298447
1.7430576488599368E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.743057648859937E-5	57370.4490298447
1.750746712821591E-5	57118.4850827651
1.750746712821591E-5	57118.4850827651
1.750746712821591E-5	57118.4850827651
1.750746712821591E-5	57118.4850827651
1.750746712821591E-5	57118.4850827651
1.750746712821591E-5	57118.4850827651
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7705707678352107E-5	56478.962499909
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7709227463284505E-5	56467.7370638127
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7812793332238144E-5	56139.4263857634
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
