geracao;fi;distancia
494;9.890974339926783E-6;101102.27421815376;
495;1.0117485610348343E-5;98838.7864843793;
496;9.7598350276427E-6;102460.74827778422;
497;9.991166080005412E-6;100088.41730708758;
498;1.0051378275898333E-5;99488.84347511295;
499;1.054611975037212E-5;94821.60488123748;
500;1.06825836440256E-5;93610.31313424496;
501;1.0773053233297256E-5;92824.19555017226;
502;9.94055610565657E-6;100597.99365057258;
503;1.0105087238306928E-5;98960.05610017342;
504;1.0027109128746652E-5;99729.64163051808;
505;1.004482660829231E-5;99553.73437451568;
506;1.0078653355766823E-5;99219.60451470614;
507;1.0210712769996004E-5;97936.35591615915;
508;1.0016969018997334E-5;99830.5972698413;
509;1.0159416311789196E-5;98430.8516661119;
510;1.0226388755463037E-5;97786.22971533232;
511;9.942007420106842E-6;100583.30855573366;
512;1.0283996756409034E-5;97238.45929616765;
513;1.0337304392661914E-5;96737.01789316222;
514;9.856816958086857E-6;101452.62961179035;
515;1.0078574927159178E-5;99220.37661348889;
516;9.927935713641785E-6;100725.87382147522;
517;1.0137396871758916E-5;98644.65332178441;
518;9.902893131147448E-6;100980.59089971519;
519;1.0071857657515007E-5;99286.55010864465;
520;1.0039790549719562E-5;99603.67151563063;
521;1.0179210651047993E-5;98239.44451891717;
522;1.0040307653332999E-5;99598.54165106565;
523;9.966678044055087E-6;100334.33362447971;
524;1.0029299017300437E-5;99707.86575163531;
525;1.0644574604612377E-5;93944.57149717305;
526;1.008096465198239E-5;99196.85610675692;
527;9.975986360924556E-6;100240.71443370757;
528;9.84685915028299E-6;101555.22535033528;
529;1.0687554136788162E-5;93566.77750598242;
530;1.084046240566322E-5;92246.98749728472;
531;9.640568661061691E-6;103728.32092768609;
532;9.802701114410978E-6;102012.69918654331;
533;1.0287127688285696E-5;97208.86434983539;
534;9.895254610365661E-6;101058.54163191126;
535;1.0428603205998601E-5;95890.1187672759;
536;9.948481190377287E-6;100517.85602884334;
537;1.0007541476791845E-5;99924.64206309477;
538;9.654092883874379E-6;103583.01002783394;
539;9.997774840444882E-6;100022.25654798822;
540;1.004014686258461E-5;99600.13669985028;
541;1.0137805147547585E-5;98640.68064495281;
542;1.0216267395072054E-5;97883.10753126554;
543;9.949472358148036E-6;100507.8424265442;
544;9.890119896771703E-6;101111.00880853996;
545;9.769595995440792E-6;102358.37801958987;
546;9.679852562843569E-6;103307.35860983387;
547;1.0648975706581021E-5;93905.74526167849;
548;1.0382094778705029E-5;96319.67549083877;
549;1.0388359076507993E-5;96261.59363911265;
550;1.0406590662762124E-5;96092.95036253298;
551;9.684939550961111E-6;103253.09670113142;
552;9.74155997941169E-6;102652.96339738718;
553;1.0053122247690691E-5;99471.58458455138;
554;9.929155200323079E-6;100713.5027930132;
555;9.749415245838685E-6;102570.25419312478;
556;9.87926100183579E-6;101222.1460506183;
557;1.010674980199846E-5;98943.77713815225;
558;1.0107360966623842E-5;98937.79427707821;
559;9.882367863428046E-6;101190.32339412581;
560;1.0017551969954287E-5;99824.78783232739;
561;1.010380103377338E-5;98972.65362385493;
562;1.0176244501281235E-5;98268.07914001039;
563;1.0106258372450213E-5;98948.58840399455;
564;1.0351807189807106E-5;96601.49012286944;
565;1.0116467581474805E-5;98848.73271686176;
566;1.0480712302068455E-5;95413.36229624791;
567;9.980862661661795E-6;100191.74032332611;
568;1.0095211274252088E-5;99056.86694745136;
569;1.0004108904568922E-5;99958.92783047329;
570;9.929500037906102E-6;100710.00515458747;
571;1.047879589697379E-5;95430.81188257458;
572;1.0963055127433178E-5;91215.44937758001;
573;1.0963055127433178E-5;91215.44937758001;
574;9.968238011231157E-6;100318.6319260541;
575;1.0049257073948322E-5;99509.84362738598;
576;9.81913928422064E-6;101841.92025944681;
577;1.020677210781769E-5;97974.16748768873;
578;1.0223473935496242E-5;97814.10959810507;
579;9.751791096160555E-6;102545.26477640778;
580;9.915637502547795E-6;100850.80255737998;
581;9.986143396023682E-6;100138.7583116605;
582;9.736175409138316E-6;102709.73539172333;
583;1.0051538943592095E-5;99487.25320688379;
584;1.0169812977458882E-5;98330.22516898523;
585;1.004891936539767E-5;99513.18780041048;
586;1.025552131101901E-5;97508.45126961546;
587;1.0612805577982696E-5;94225.79097035358;
588;1.0117376928509341E-5;98839.84822015882;
589;1.0061305395487208E-5;99390.68149631254;
590;1.0299678039465886E-5;97090.41352246553;
591;1.0140966411134047E-5;98609.93118979987;
592;9.821939199783273E-6;101812.88843877852;
593;1.0064942129299106E-5;99354.76897467638;
594;1.0156505648673461E-5;98459.06009323293;
595;1.059914135793245E-5;94347.26514441616;
596;1.0153973004131872E-5;98483.61814563406;
597;9.801842001803685E-6;102021.6404035063;
598;9.891011493025352E-6;101101.8944528727;
599;9.981504279859669E-6;100185.29992696243;
600;9.972678674569055E-6;100273.96175413347;
601;1.0118000813770694E-5;98833.75366396399;
602;1.0118000813770694E-5;98833.75366396399;
603;1.0042121719913349E-5;99580.54959810115;
604;9.783467322066667E-6;102213.25089362687;
605;1.0394799236573973E-5;96201.95419277674;
606;1.0491466035549817E-5;95315.5637745525;
607;1.0338234320433123E-5;96728.31636477212;
608;1.0602450265182811E-5;94317.82040835235;
609;9.824952605372915E-6;101781.66146604471;
610;1.0233275008215478E-5;97720.42666665168;
611;1.0244680670727389E-5;97611.63204016181;
612;9.809717641862618E-6;101939.73328371205;
613;9.717676410090942E-6;102905.25819130888;
614;1.0172279921626675E-5;98306.37848197235;
615;9.717064839804775E-6;102911.73481766033;
616;9.96906888003488E-6;100310.27090230127;
617;1.0033301498829697E-5;99668.09032068276;
618;1.0149814066810587E-5;98523.972303094;
